,Disease,Symptom
894,Chicken pox, red_spots_over_body
895,Chicken pox,itching
896,Chicken pox, skin_rash
897,Chicken pox, fatigue
898,Chicken pox, lethargy
899,Chicken pox, high_fever
900,Chicken pox, headache
901,Chicken pox, mild_fever
902,Chicken pox, swelled_lymph_nodes
903,Chicken pox, malaise
904,Chicken pox, red_spots_over_body
905,Chicken pox,itching
906,Chicken pox, skin_rash
907,Chicken pox, fatigue
908,Chicken pox, lethargy
909,Chicken pox, high_fever
910,Chicken pox, headache
911,Chicken pox, loss_of_appetite
912,Chicken pox, swelled_lymph_nodes
913,Chicken pox, malaise
914,Chicken pox, red_spots_over_body
915,Chicken pox,itching
916,Chicken pox, skin_rash
917,Chicken pox, fatigue
918,Chicken pox, lethargy
919,Chicken pox, high_fever
920,Chicken pox, headache
921,Chicken pox, loss_of_appetite
922,Chicken pox, mild_fever
923,Chicken pox, malaise
924,Chicken pox, red_spots_over_body
925,Dengue, skin_rash
926,Dengue, chills
927,Dengue, joint_pain
928,Dengue, vomiting
929,Dengue, fatigue
930,Dengue, high_fever
931,Dengue, headache
932,Dengue, nausea
933,Dengue, loss_of_appetite
934,Dengue, pain_behind_the_eyes
935,Dengue, back_pain
936,Dengue, muscle_pain
937,Dengue, red_spots_over_body
938,Dengue, skin_rash
939,Dengue, chills
940,Dengue, joint_pain
941,Dengue, vomiting
942,Dengue, fatigue
943,Dengue, high_fever
944,Dengue, headache
945,Dengue, nausea
946,Dengue, loss_of_appetite
947,Dengue, pain_behind_the_eyes
948,Dengue, back_pain
949,Dengue, malaise
950,Dengue, red_spots_over_body
951,Dengue, skin_rash
952,Dengue, chills
953,Dengue, joint_pain
954,Dengue, vomiting
955,Dengue, fatigue
956,Dengue, high_fever
957,Dengue, headache
958,Dengue, nausea
959,Dengue, loss_of_appetite
960,Dengue, pain_behind_the_eyes
961,Dengue, back_pain
962,Dengue, malaise
963,Dengue, muscle_pain
964,Dengue, skin_rash
965,Dengue, chills
966,Dengue, joint_pain
967,Dengue, vomiting
968,Dengue, fatigue
969,Dengue, high_fever
970,Dengue, headache
971,Dengue, nausea
972,Dengue, loss_of_appetite
973,Dengue, pain_behind_the_eyes
974,Dengue, back_pain
975,Dengue, malaise
976,Dengue, muscle_pain
977,Dengue, red_spots_over_body
978,Dengue, chills
979,Dengue, joint_pain
980,Dengue, vomiting
981,Dengue, fatigue
982,Dengue, high_fever
983,Dengue, headache
984,Dengue, nausea
985,Dengue, loss_of_appetite
986,Dengue, pain_behind_the_eyes
987,Dengue, back_pain
988,Dengue, malaise
989,Dengue, muscle_pain
990,Dengue, red_spots_over_body
991,Dengue, skin_rash
992,Dengue, joint_pain
993,Dengue, vomiting
994,Dengue, fatigue
995,Dengue, high_fever
996,Dengue, headache
997,Dengue, nausea
998,Dengue, loss_of_appetite
999,Dengue, pain_behind_the_eyes
1000,Dengue, back_pain
1001,Dengue, malaise
1002,Dengue, muscle_pain
1003,Dengue, red_spots_over_body
1004,Dengue, skin_rash
1005,Dengue, chills
1006,Dengue, vomiting
1007,Dengue, fatigue
1008,Dengue, high_fever
1009,Dengue, headache
1010,Dengue, nausea
1011,Dengue, loss_of_appetite
1012,Dengue, pain_behind_the_eyes
1013,Dengue, back_pain
1014,Dengue, malaise
1015,Dengue, muscle_pain
1016,Dengue, red_spots_over_body
1017,Dengue, skin_rash
1018,Dengue, chills
1019,Dengue, joint_pain
1020,Dengue, fatigue
1021,Dengue, high_fever
1022,Dengue, headache
1023,Dengue, nausea
1024,Dengue, loss_of_appetite
1025,Dengue, pain_behind_the_eyes
1026,Dengue, back_pain
1027,Dengue, malaise
1028,Dengue, muscle_pain
1029,Dengue, red_spots_over_body
1030,Dengue, skin_rash
1031,Dengue, chills
1032,Dengue, joint_pain
1033,Dengue, vomiting
1034,Dengue, high_fever
1035,Dengue, headache
1036,Dengue, nausea
1037,Dengue, loss_of_appetite
1038,Dengue, pain_behind_the_eyes
1039,Dengue, back_pain
1040,Dengue, malaise
1041,Dengue, muscle_pain
1042,Dengue, red_spots_over_body
1043,Dengue, skin_rash
1044,Dengue, chills
1045,Dengue, joint_pain
1046,Dengue, vomiting
1047,Dengue, fatigue
1048,Dengue, headache
1049,Dengue, nausea
1050,Dengue, loss_of_appetite
1051,Dengue, pain_behind_the_eyes
1052,Dengue, back_pain
1053,Dengue, malaise
1054,Dengue, muscle_pain
1055,Dengue, red_spots_over_body
1056,Typhoid, chills
1057,Typhoid, vomiting
1058,Typhoid, fatigue
1059,Typhoid, high_fever
1060,Typhoid, nausea
1061,Typhoid, constipation
1062,Typhoid, abdominal_pain
1063,Typhoid, diarrhoea
1064,Typhoid, toxic_look_(typhos)
1065,Typhoid, belly_pain
1066,Typhoid, chills
1067,Typhoid, vomiting
1068,Typhoid, fatigue
1069,Typhoid, high_fever
1070,Typhoid, headache
1071,Typhoid, constipation
1072,Typhoid, abdominal_pain
1073,Typhoid, diarrhoea
1074,Typhoid, toxic_look_(typhos)
1075,Typhoid, belly_pain
1076,Typhoid, chills
1077,Typhoid, vomiting
1078,Typhoid, fatigue
1079,Typhoid, high_fever
1080,Typhoid, headache
1081,Typhoid, nausea
1082,Typhoid, abdominal_pain
1083,Typhoid, diarrhoea
1084,Typhoid, toxic_look_(typhos)
1085,Typhoid, belly_pain
1086,Typhoid, chills
1087,Typhoid, vomiting
1088,Typhoid, fatigue
1089,Typhoid, high_fever
1090,Typhoid, headache
1091,Typhoid, nausea
1092,Typhoid, constipation
1093,Typhoid, diarrhoea
1094,Typhoid, toxic_look_(typhos)
1095,Typhoid, belly_pain
1096,Typhoid, chills
1097,Typhoid, vomiting
1098,Typhoid, fatigue
1099,Typhoid, high_fever
1100,Typhoid, headache
1101,Typhoid, nausea
1102,Typhoid, constipation
1103,Typhoid, abdominal_pain
1104,Typhoid, toxic_look_(typhos)
1105,Typhoid, belly_pain
1106,Typhoid, chills
1107,Typhoid, vomiting
1108,Typhoid, fatigue
1109,Typhoid, high_fever
1110,Typhoid, headache
1111,Typhoid, nausea
1112,Typhoid, constipation
1113,Typhoid, abdominal_pain
1114,Typhoid, diarrhoea
1115,Typhoid, belly_pain
1116,Typhoid, chills
1117,Typhoid, vomiting
1118,Typhoid, fatigue
1119,Typhoid, high_fever
1120,Typhoid, headache
1121,Typhoid, nausea
1122,Typhoid, constipation
1123,Typhoid, abdominal_pain
1124,Typhoid, diarrhoea
1125,Typhoid, toxic_look_(typhos)
1126,Typhoid, chills
1127,Typhoid, vomiting
1128,Typhoid, fatigue
1129,Typhoid, high_fever
1130,Typhoid, headache
1131,Typhoid, nausea
1132,Typhoid, constipation
1133,Typhoid, abdominal_pain
1134,Typhoid, diarrhoea
1135,Typhoid, toxic_look_(typhos)
1136,Typhoid, belly_pain
1137,Typhoid, chills
1138,Typhoid, vomiting
1139,Typhoid, fatigue
1140,Typhoid, high_fever
1141,Typhoid, headache
1142,Typhoid, nausea
1143,Typhoid, constipation
1144,Typhoid, abdominal_pain
1145,Typhoid, diarrhoea
1146,Typhoid, toxic_look_(typhos)
1147,Typhoid, belly_pain
1148,Typhoid, chills
1149,Typhoid, fatigue
1150,Typhoid, high_fever
1151,Typhoid, headache
1152,Typhoid, nausea
1153,Typhoid, constipation
1154,Typhoid, abdominal_pain
1155,Typhoid, diarrhoea
1156,Typhoid, toxic_look_(typhos)
1157,Typhoid, belly_pain
1158,hepatitis A, joint_pain
1159,hepatitis A, vomiting
1160,hepatitis A, yellowish_skin
1161,hepatitis A, dark_urine
1162,hepatitis A, nausea
1163,hepatitis A, loss_of_appetite
1164,hepatitis A, abdominal_pain
1165,hepatitis A, diarrhoea
1166,hepatitis A, mild_fever
1167,hepatitis A, yellowing_of_eyes
1168,hepatitis A, muscle_pain
1169,hepatitis A, joint_pain
1170,hepatitis A, vomiting
1171,hepatitis A, yellowish_skin
1172,hepatitis A, dark_urine
1173,hepatitis A, nausea
1174,hepatitis A, loss_of_appetite
1175,hepatitis A, abdominal_pain
1176,hepatitis A, diarrhoea
1177,hepatitis A, mild_fever
1178,hepatitis A, yellowing_of_eyes
1179,hepatitis A, muscle_pain
1180,hepatitis A, vomiting
1181,hepatitis A, yellowish_skin
1182,hepatitis A, dark_urine
1183,hepatitis A, nausea
1184,hepatitis A, loss_of_appetite
1185,hepatitis A, abdominal_pain
1186,hepatitis A, diarrhoea
1187,hepatitis A, mild_fever
1188,hepatitis A, yellowing_of_eyes
1189,hepatitis A, muscle_pain
1190,hepatitis A, joint_pain
1191,hepatitis A, yellowish_skin
1192,hepatitis A, dark_urine
1193,hepatitis A, nausea
1194,hepatitis A, loss_of_appetite
1195,hepatitis A, abdominal_pain
1196,hepatitis A, diarrhoea
1197,hepatitis A, mild_fever
1198,hepatitis A, yellowing_of_eyes
1199,hepatitis A, muscle_pain
1200,hepatitis A, joint_pain
1201,hepatitis A, vomiting
1202,hepatitis A, dark_urine
1203,hepatitis A, nausea
1204,hepatitis A, loss_of_appetite
1205,hepatitis A, abdominal_pain
1206,hepatitis A, diarrhoea
1207,hepatitis A, mild_fever
1208,hepatitis A, yellowing_of_eyes
1209,hepatitis A, muscle_pain
1210,hepatitis A, joint_pain
1211,hepatitis A, vomiting
1212,hepatitis A, yellowish_skin
1213,hepatitis A, nausea
1214,hepatitis A, loss_of_appetite
1215,hepatitis A, abdominal_pain
1216,hepatitis A, diarrhoea
1217,hepatitis A, mild_fever
1218,hepatitis A, yellowing_of_eyes
1219,hepatitis A, muscle_pain
1220,hepatitis A, joint_pain
1221,hepatitis A, vomiting
1222,hepatitis A, yellowish_skin
1223,hepatitis A, dark_urine
1224,hepatitis A, loss_of_appetite
1225,hepatitis A, abdominal_pain
1226,hepatitis A, diarrhoea
1227,hepatitis A, mild_fever
1228,hepatitis A, yellowing_of_eyes
1229,hepatitis A, muscle_pain
1230,hepatitis A, joint_pain
1231,hepatitis A, vomiting
1232,hepatitis A, yellowish_skin
1233,hepatitis A, dark_urine
1234,hepatitis A, nausea
1235,hepatitis A, abdominal_pain
1236,hepatitis A, diarrhoea
1237,hepatitis A, mild_fever
1238,hepatitis A, yellowing_of_eyes
1239,hepatitis A, muscle_pain
1240,hepatitis A, joint_pain
1241,hepatitis A, vomiting
1242,hepatitis A, yellowish_skin
1243,hepatitis A, dark_urine
1244,hepatitis A, nausea
1245,hepatitis A, loss_of_appetite
1246,hepatitis A, diarrhoea
1247,hepatitis A, mild_fever
1248,hepatitis A, yellowing_of_eyes
1249,hepatitis A, muscle_pain
1250,hepatitis A, joint_pain
1251,hepatitis A, vomiting
1252,hepatitis A, yellowish_skin
1253,hepatitis A, dark_urine
1254,hepatitis A, nausea
1255,hepatitis A, loss_of_appetite
1256,hepatitis A, abdominal_pain
1257,hepatitis A, mild_fever
1258,hepatitis A, yellowing_of_eyes
1259,hepatitis A, muscle_pain
1260,Hepatitis B,itching
1261,Hepatitis B, fatigue
1262,Hepatitis B, lethargy
1263,Hepatitis B, yellowish_skin
1264,Hepatitis B, dark_urine
1265,Hepatitis B, loss_of_appetite
1266,Hepatitis B, abdominal_pain
1267,Hepatitis B, yellow_urine
1268,Hepatitis B, yellowing_of_eyes
1269,Hepatitis B, malaise
1270,Hepatitis B, receiving_blood_transfusion
1271,Hepatitis B, receiving_unsterile_injections
1272,Hepatitis B,itching
1273,Hepatitis B, fatigue
1274,Hepatitis B, lethargy
1275,Hepatitis B, yellowish_skin
1276,Hepatitis B, dark_urine
1277,Hepatitis B, loss_of_appetite
1278,Hepatitis B, abdominal_pain
1279,Hepatitis B, yellow_urine
1280,Hepatitis B, yellowing_of_eyes
1281,Hepatitis B, malaise
1282,Hepatitis B, receiving_blood_transfusion
1283,Hepatitis B, receiving_unsterile_injections
1284,Hepatitis B, fatigue
1285,Hepatitis B, lethargy
1286,Hepatitis B, yellowish_skin
1287,Hepatitis B, dark_urine
1288,Hepatitis B, loss_of_appetite
1289,Hepatitis B, abdominal_pain
1290,Hepatitis B, yellow_urine
1291,Hepatitis B, yellowing_of_eyes
1292,Hepatitis B, malaise
1293,Hepatitis B, receiving_blood_transfusion
1294,Hepatitis B, receiving_unsterile_injections
1295,Hepatitis B,itching
1296,Hepatitis B, lethargy
1297,Hepatitis B, yellowish_skin
1298,Hepatitis B, dark_urine
1299,Hepatitis B, loss_of_appetite
1300,Hepatitis B, abdominal_pain
1301,Hepatitis B, yellow_urine
1302,Hepatitis B, yellowing_of_eyes
1303,Hepatitis B, malaise
1304,Hepatitis B, receiving_blood_transfusion
1305,Hepatitis B, receiving_unsterile_injections
1306,Hepatitis B,itching
1307,Hepatitis B, fatigue
1308,Hepatitis B, yellowish_skin
1309,Hepatitis B, dark_urine
1310,Hepatitis B, loss_of_appetite
1311,Hepatitis B, abdominal_pain
1312,Hepatitis B, yellow_urine
1313,Hepatitis B, yellowing_of_eyes
1314,Hepatitis B, malaise
1315,Hepatitis B, receiving_blood_transfusion
1316,Hepatitis B, receiving_unsterile_injections
1317,Hepatitis B,itching
1318,Hepatitis B, fatigue
1319,Hepatitis B, lethargy
1320,Hepatitis B, dark_urine
1321,Hepatitis B, loss_of_appetite
1322,Hepatitis B, abdominal_pain
1323,Hepatitis B, yellow_urine
1324,Hepatitis B, yellowing_of_eyes
1325,Hepatitis B, malaise
1326,Hepatitis B, receiving_blood_transfusion
1327,Hepatitis B, receiving_unsterile_injections
1328,Hepatitis B,itching
1329,Hepatitis B, fatigue
1330,Hepatitis B, lethargy
1331,Hepatitis B, yellowish_skin
1332,Hepatitis B, loss_of_appetite
1333,Hepatitis B, abdominal_pain
1334,Hepatitis B, yellow_urine
1335,Hepatitis B, yellowing_of_eyes
1336,Hepatitis B, malaise
1337,Hepatitis B, receiving_blood_transfusion
1338,Hepatitis B, receiving_unsterile_injections
1339,Hepatitis B,itching
1340,Hepatitis B, fatigue
1341,Hepatitis B, lethargy
1342,Hepatitis B, yellowish_skin
1343,Hepatitis B, dark_urine
1344,Hepatitis B, abdominal_pain
1345,Hepatitis B, yellow_urine
1346,Hepatitis B, yellowing_of_eyes
1347,Hepatitis B, malaise
1348,Hepatitis B, receiving_blood_transfusion
1349,Hepatitis B, receiving_unsterile_injections
1350,Hepatitis B,itching
1351,Hepatitis B, fatigue
1352,Hepatitis B, lethargy
1353,Hepatitis B, yellowish_skin
1354,Hepatitis B, dark_urine
1355,Hepatitis B, loss_of_appetite
1356,Hepatitis B, yellow_urine
1357,Hepatitis B, yellowing_of_eyes
1358,Hepatitis B, malaise
1359,Hepatitis B, receiving_blood_transfusion
1360,Hepatitis B, receiving_unsterile_injections
1361,Hepatitis B,itching
1362,Hepatitis B, fatigue
1363,Hepatitis B, lethargy
1364,Hepatitis B, yellowish_skin
1365,Hepatitis B, dark_urine
1366,Hepatitis B, loss_of_appetite
1367,Hepatitis B, abdominal_pain
1368,Hepatitis B, yellowing_of_eyes
1369,Hepatitis B, malaise
1370,Hepatitis B, receiving_blood_transfusion
1371,Hepatitis B, receiving_unsterile_injections
1372,Hepatitis C, fatigue
1373,Hepatitis C, yellowish_skin
1374,Hepatitis C, nausea
1375,Hepatitis C, loss_of_appetite
1376,Hepatitis C, family_history
1377,Hepatitis C, fatigue
1378,Hepatitis C, yellowish_skin
1379,Hepatitis C, nausea
1380,Hepatitis C, loss_of_appetite
1381,Hepatitis C, yellowing_of_eyes
1382,Hepatitis C, family_history
1383,Hepatitis C, yellowish_skin
1384,Hepatitis C, nausea
1385,Hepatitis C, loss_of_appetite
1386,Hepatitis C, yellowing_of_eyes
1387,Hepatitis C, family_history
1388,Hepatitis C, fatigue
1389,Hepatitis C, nausea
1390,Hepatitis C, loss_of_appetite
1391,Hepatitis C, yellowing_of_eyes
1392,Hepatitis C, family_history
1393,Hepatitis C, fatigue
1394,Hepatitis C, yellowish_skin
1395,Hepatitis C, loss_of_appetite
1396,Hepatitis C, yellowing_of_eyes
1397,Hepatitis C, family_history
1398,Hepatitis C, fatigue
1399,Hepatitis C, yellowish_skin
1400,Hepatitis C, nausea
1401,Hepatitis C, yellowing_of_eyes
1402,Hepatitis C, family_history
1403,Hepatitis C, fatigue
1404,Hepatitis C, yellowish_skin
1405,Hepatitis C, nausea
1406,Hepatitis C, loss_of_appetite
1407,Hepatitis C, family_history
1408,Hepatitis C, fatigue
1409,Hepatitis C, yellowish_skin
1410,Hepatitis C, nausea
1411,Hepatitis C, loss_of_appetite
1412,Hepatitis C, yellowing_of_eyes
1413,Hepatitis C, fatigue
1414,Hepatitis C, yellowish_skin
1415,Hepatitis C, nausea
1416,Hepatitis C, loss_of_appetite
1417,Hepatitis C, yellowing_of_eyes
1418,Hepatitis C, family_history
1419,Hepatitis C, fatigue
1420,Hepatitis C, yellowish_skin
1421,Hepatitis C, nausea
1422,Hepatitis C, loss_of_appetite
1423,Hepatitis C, yellowing_of_eyes
1424,Hepatitis C, family_history
1425,Hepatitis D, joint_pain
1426,Hepatitis D, vomiting
1427,Hepatitis D, fatigue
1428,Hepatitis D, yellowish_skin
1429,Hepatitis D, dark_urine
1430,Hepatitis D, nausea
1431,Hepatitis D, loss_of_appetite
1432,Hepatitis D, abdominal_pain
1433,Hepatitis D, yellowing_of_eyes
1434,Hepatitis D, vomiting
1435,Hepatitis D, fatigue
1436,Hepatitis D, yellowish_skin
1437,Hepatitis D, dark_urine
1438,Hepatitis D, nausea
1439,Hepatitis D, loss_of_appetite
1440,Hepatitis D, abdominal_pain
1441,Hepatitis D, yellowing_of_eyes
1442,Hepatitis D, joint_pain
1443,Hepatitis D, fatigue
1444,Hepatitis D, yellowish_skin
1445,Hepatitis D, dark_urine
1446,Hepatitis D, nausea
1447,Hepatitis D, loss_of_appetite
1448,Hepatitis D, abdominal_pain
1449,Hepatitis D, yellowing_of_eyes
1450,Hepatitis D, joint_pain
1451,Hepatitis D, vomiting
1452,Hepatitis D, yellowish_skin
1453,Hepatitis D, dark_urine
1454,Hepatitis D, nausea
1455,Hepatitis D, loss_of_appetite
1456,Hepatitis D, abdominal_pain
1457,Hepatitis D, yellowing_of_eyes
1458,Hepatitis D, joint_pain
1459,Hepatitis D, vomiting
1460,Hepatitis D, fatigue
1461,Hepatitis D, dark_urine
1462,Hepatitis D, nausea
1463,Hepatitis D, loss_of_appetite
1464,Hepatitis D, abdominal_pain
1465,Hepatitis D, yellowing_of_eyes
1466,Hepatitis D, joint_pain
1467,Hepatitis D, vomiting
1468,Hepatitis D, fatigue
1469,Hepatitis D, yellowish_skin
1470,Hepatitis D, nausea
1471,Hepatitis D, loss_of_appetite
1472,Hepatitis D, abdominal_pain
1473,Hepatitis D, yellowing_of_eyes
1474,Hepatitis D, joint_pain
1475,Hepatitis D, vomiting
1476,Hepatitis D, fatigue
1477,Hepatitis D, yellowish_skin
1478,Hepatitis D, dark_urine
1479,Hepatitis D, loss_of_appetite
1480,Hepatitis D, abdominal_pain
1481,Hepatitis D, yellowing_of_eyes
1482,Hepatitis D, joint_pain
1483,Hepatitis D, vomiting
1484,Hepatitis D, fatigue
1485,Hepatitis D, yellowish_skin
1486,Hepatitis D, dark_urine
1487,Hepatitis D, nausea
1488,Hepatitis D, abdominal_pain
1489,Hepatitis D, yellowing_of_eyes
1490,Hepatitis D, joint_pain
1491,Hepatitis D, vomiting
1492,Hepatitis D, fatigue
1493,Hepatitis D, yellowish_skin
1494,Hepatitis D, dark_urine
1495,Hepatitis D, nausea
1496,Hepatitis D, loss_of_appetite
1497,Hepatitis D, yellowing_of_eyes
1498,Hepatitis D, joint_pain
1499,Hepatitis D, vomiting
1500,Hepatitis D, fatigue
1501,Hepatitis D, yellowish_skin
1502,Hepatitis D, dark_urine
1503,Hepatitis D, nausea
1504,Hepatitis D, loss_of_appetite
